genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
nonfiction,"Amazon Digital Services,  Inc.",0.798,0.798,3.99,2.394,1,(Single-Author Publisher),single author,4.72,3.99,93476,18,26041
nonfiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,0,1.99,93480,0,26042
children,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,2.91,0.99,93486,12,26043
nonfiction,"Amazon Digital Services,  Inc.",1.647,3.843,5.49,0,1,(Indie Publisher),indie,4.8,5.49,93487,5,26044
comics,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Small or Medium Publisher),small/medium,4,7.99,93489,1,26045
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Single-Author Publisher),single author,4.77,9.99,93494,18,26046
nonfiction,"Amazon Digital Services,  Inc.",9.0935,4.8965,13.99,0,1,(Indie Publisher),indie,4.75,13.99,93495,4,26047
nonfiction,Penguin Group (USA) LLC,2.6,2.6,13,7.8,1,Perigee,big five,4.62,13,93497,8,26048
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.33,2.99,93529,6,26049
nonfiction,"Amazon Digital Services,  Inc.",2.798,2.798,13.99,8.394,1,(Small or Medium Publisher),small/medium,3.22,13.99,93558,18,26050
children,Penguin Group (USA) LLC,1.196,1.196,5.98,3.588,1,Grosset & Dunlap,big five,4.58,5.98,93566,24,26051
nonfiction,"Amazon Digital Services,  Inc.",2.298,2.298,11.49,6.894,1,(Small or Medium Publisher),small/medium,3.25,11.49,93569,4,26052
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.16,0.99,93576,25,26053
nonfiction,"Amazon Digital Services,  Inc.",2.398,2.398,11.99,7.194,1,(Small or Medium Publisher),small/medium,4.81,11.99,93585,37,26054
nonfiction,Random House LLC,3.228,3.228,16.14,9.684,1,Ten Speed Press,big five,0,16.14,93595,0,26055
children,"Amazon Digital Services,  Inc.",0.398,0.398,1.99,1.194,1,(Small or Medium Publisher),small/medium,3.63,1.99,93595,96,26056
nonfiction,Macmillan,2.134,2.134,10.67,6.402,1,Palgrave Macmillan,big five,4.61,10.67,93620,13,26057
children,Penguin Group (USA) LLC,0.852,0.852,4.26,2.556,1,Grosset & Dunlap,big five,0,4.26,93621,0,26058
nonfiction,"Amazon Digital Services,  Inc.",2.91,2.91,14.55,8.73,1,(Small or Medium Publisher),small/medium,4,14.55,93621,3,26059
nonfiction,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Single-Author Publisher),single author,4.57,4.99,93635,61,26060
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.08,9.99,93637,108,26061
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.92,9.99,93641,13,26062
genre fiction,"Amazon Digital Services,  Inc.",1.497,3.493,4.99,0,1,(Indie Publisher),indie,4.27,4.99,93660,11,26063
nonfiction,"Amazon Digital Services,  Inc.",0.848,0.848,4.24,2.544,1,(Small or Medium Publisher),small/medium,3,4.24,93661,1,26064
nonfiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,2.5,1.99,93663,2,26065
children,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4,0.99,93668,24,26066
nonfiction,"Amazon Digital Services,  Inc.",8.59,8.59,42.95,25.77,1,(Small or Medium Publisher),small/medium,4.71,42.95,93670,7,26067
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4.16,2.99,93670,6,26068
children,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,3.33,0.99,93671,3,26069
nonfiction,"Amazon Digital Services,  Inc.",2.085,4.865,6.95,0,1,(Indie Publisher),indie,0,6.95,93671,0,26070
nonfiction,"Amazon Digital Services,  Inc.",3.2,3.2,16,9.6,1,(Small or Medium Publisher),small/medium,4.4,16,93672,30,26071
nonfiction,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Small or Medium Publisher),small/medium,4.3,7.99,93676,10,26072
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,0,0.99,93681,0,26073
comics,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,1,2.99,93686,1,26074
nonfiction,"Amazon Digital Services,  Inc.",4.598,4.598,22.99,13.794,1,(Small or Medium Publisher),small/medium,4.33,22.99,93689,3,26075
nonfiction,HarperCollins Publishers,1.954,1.954,9.77,5.862,1,HarperCollins e-books,big five,3.86,9.77,93693,104,26076
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,Palgrave Macmillan,big five,4.17,8.89,93693,46,26077
genre fiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.8,0.99,93702,5,26078
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,3.6,0.99,93707,5,26079
nonfiction,Random House LLC,0.598,0.598,2.99,1.794,1,Anchor,big five,4.33,2.99,93713,3,26080
genre fiction,Simon and Schuster Digital Sales Inc,1.6,1.6,8,4.8,1,Pocket Books/Star Trek,big five,4.72,8,93718,44,26081
nonfiction,"Amazon Digital Services,  Inc.",11.998,11.998,59.99,35.994,1,(Small or Medium Publisher),small/medium,3.55,59.99,93718,20,26082
nonfiction,"Amazon Digital Services,  Inc.",2.997,6.993,9.99,0,1,(Indie Publisher),indie,4.71,9.99,93731,7,26083
nonfiction,"Amazon Digital Services,  Inc.",5.198,5.198,25.99,15.594,1,(Small or Medium Publisher),small/medium,5,25.99,93742,3,26084
nonfiction,"Amazon Digital Services,  Inc.",1.2675,0.6825,1.95,0,1,(Indie Publisher),indie,2.33,1.95,93747,3,26085
foreign language,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.5,0.99,93748,2,26086
genre fiction,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Single-Author Publisher),single author,4.29,4.99,93749,64,26087
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,St. Martin's Griffin,big five,4.6,8.89,93757,71,26088
children,Penguin Group (USA) LLC,0.398,0.398,1.99,1.194,1,DK Publishing,big five,4.58,1.99,93765,36,26089
genre fiction,"Amazon Digital Services,  Inc.",1.497,3.493,4.99,0,1,(Indie Publisher),indie,4.45,4.99,93766,44,26090
nonfiction,Random House LLC,2.398,2.398,11.99,7.194,1,Clarkson Potter,big five,4.41,11.99,93769,99,26091
foreign language,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,93773,0,26092
foreign language,RCS MediaGroup S.p.A.,0.798,0.798,3.99,2.394,1,(Small or Medium Publisher),small/medium,0,3.99,93779,0,26093
genre fiction,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Single-Author Publisher),single author,4.62,4.99,93782,8,26094
nonfiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,4,1.99,93787,6,26095
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,0,9.99,93828,0,26096
children,"Amazon Digital Services,  Inc.",0.682,0.682,3.41,2.046,1,(Small or Medium Publisher),small/medium,4.59,3.41,93830,22,26097
nonfiction,"Amazon Digital Services,  Inc.",2.808,2.808,14.04,8.424,1,(Small or Medium Publisher),small/medium,3.7,14.04,93831,20,26098
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,3,9.99,93835,1,26099
nonfiction,"Amazon Digital Services,  Inc.",8.598,8.598,42.99,25.794,1,(Small or Medium Publisher),small/medium,0,42.99,93841,0,26100
comics,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4,2.99,93851,1,26101
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,5,2.99,93854,3,26102
comics,"Amazon Digital Services,  Inc.",1.878,1.878,9.39,5.634,1,(Small or Medium Publisher),small/medium,4.15,9.39,93876,40,26103
children,Penguin Group (USA) LLC,1.196,1.196,5.98,3.588,1,Puffin,big five,4.87,5.98,93878,24,26104
nonfiction,"Amazon Digital Services,  Inc.",3.454,3.454,17.27,10.362,1,(Small or Medium Publisher),small/medium,4.75,17.27,93882,24,26105
children,Penguin Group (USA) LLC,1.024,1.024,5.12,3.072,1,Grosset & Dunlap,big five,0,5.12,93888,0,26106
nonfiction,"Amazon Digital Services,  Inc.",1.2285,0.6615,1.89,0,1,(Indie Publisher),indie,4.25,1.89,93892,4,26107
nonfiction,HarperCollins Publishers,1.954,1.954,9.77,5.862,1,HarperOne,big five,4.63,9.77,93893,22,26108
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.59,3.82,93894,5,26109
nonfiction,"Amazon Digital Services,  Inc.",3.796,3.796,18.98,11.388,1,(Small or Medium Publisher),small/medium,4.75,18.98,93906,8,26110
nonfiction,"Amazon Digital Services,  Inc.",0.994,0.994,4.97,2.982,1,(Single-Author Publisher),single author,4,4.97,93915,6,26111
children,"Amazon Digital Services,  Inc.",0.916,0.916,4.58,2.748,1,(Small or Medium Publisher),small/medium,5,4.58,93931,3,26112
nonfiction,"Amazon Digital Services,  Inc.",2.598,2.598,12.99,7.794,1,(Small or Medium Publisher),small/medium,4.68,12.99,93933,22,26113
nonfiction,"Amazon Digital Services,  Inc.",2.982,6.958,9.94,0,1,(Indie Publisher),indie,5,9.94,93936,2,26114
comics,"Amazon Digital Services,  Inc.",1.878,1.878,9.39,5.634,1,(Small or Medium Publisher),small/medium,4.4,9.39,93948,45,26115
children,Random House LLC,0.682,0.682,3.41,2.046,1,Random House Books for Young Readers,big five,5,3.41,93954,1,26116
nonfiction,"Amazon Digital Services,  Inc.",3.296,3.296,16.48,9.888,1,(Small or Medium Publisher),small/medium,4.65,16.48,93957,29,26117
children,"Amazon Digital Services,  Inc.",1.018,1.018,5.09,3.054,1,(Small or Medium Publisher),small/medium,0,5.09,93960,0,26118
genre fiction,"Amazon Digital Services,  Inc.",1.497,3.493,4.99,0,1,(Indie Publisher),indie,4.05,4.99,93962,19,26119
nonfiction,"Amazon Digital Services,  Inc.",2.697,6.293,8.99,0,1,(Indie Publisher),indie,4.06,8.99,93963,16,26120
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,1.25,9.99,93976,4,26121
children,"Amazon Digital Services,  Inc.",0.6,0.6,3,1.8,1,(Small or Medium Publisher),small/medium,4.5,3,93984,16,26122
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.37,3.82,93986,8,26123
children,"Amazon Digital Services,  Inc.",0.922,0.922,4.61,2.766,1,(Small or Medium Publisher),small/medium,4.83,4.61,93992,6,26124
children,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4.71,0.99,94009,7,26125
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4,2.99,94013,15,26126
nonfiction,"Amazon Digital Services,  Inc.",0.798,0.798,3.99,2.394,1,(Small or Medium Publisher),small/medium,5,3.99,94017,17,26127
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,3.22,2.99,94023,9,26128
nonfiction,"Amazon Digital Services,  Inc.",2.997,6.993,9.99,0,1,(Indie Publisher),indie,4.43,9.99,94024,23,26129
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Small or Medium Publisher),small/medium,4.28,7.69,94035,7,26130
nonfiction,"Amazon Digital Services,  Inc.",3.85,3.85,19.25,11.55,1,(Small or Medium Publisher),small/medium,0,19.25,94039,0,26131
nonfiction,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Single-Author Publisher),single author,5,7.99,94044,3,26132
nonfiction,"Amazon Digital Services,  Inc.",1.878,1.878,9.39,5.634,1,(Small or Medium Publisher),small/medium,4.64,9.39,94057,153,26133
nonfiction,"Amazon Digital Services,  Inc.",0.398,0.398,1.99,1.194,1,(Small or Medium Publisher),small/medium,4.26,1.99,94059,115,26134
nonfiction,HarperCollins Publishers,0.398,0.398,1.99,1.194,1,Harper Element,big five,5,1.99,94060,1,26135
nonfiction,Macmillan,1.598,1.598,7.99,4.794,1,Times Books,big five,3.81,7.99,94072,61,26136
nonfiction,Random House LLC,2.368,2.368,11.84,7.104,1,Vintage,big five,3.7,11.84,94073,114,26137
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.36,9.99,94085,19,26138
genre fiction,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,4.2,3.82,94087,10,26139
nonfiction,"Amazon Digital Services,  Inc.",2.898,2.898,14.49,8.694,1,(Small or Medium Publisher),small/medium,0,14.49,94088,0,26140
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.96,9.99,94089,26,26141
nonfiction,"Amazon Digital Services,  Inc.",0.998,0.998,4.99,2.994,1,(Small or Medium Publisher),small/medium,4.55,4.99,94093,9,26142
nonfiction,"Amazon Digital Services,  Inc.",1.392,1.392,6.96,4.176,1,(Small or Medium Publisher),small/medium,4.38,6.96,94099,13,26143
nonfiction,"Amazon Digital Services,  Inc.",2.996,2.996,14.98,8.988,1,(Small or Medium Publisher),small/medium,4.59,14.98,94100,27,26144
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4.2,2.99,94101,10,26145
nonfiction,"Amazon Digital Services,  Inc.",1.2935,0.6965,1.99,0,1,(Indie Publisher),indie,4.9,1.99,94101,10,26146
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,94106,0,26147
nonfiction,"Amazon Digital Services,  Inc.",4.198,4.198,20.99,12.594,1,(Small or Medium Publisher),small/medium,4.43,20.99,94137,16,26148
children,Macmillan,1.084,1.084,5.42,3.252,1,"Farrar, Straus and Giroux",big five,4.29,5.42,94147,81,26149
nonfiction,"Amazon Digital Services,  Inc.",0.9685,0.5215,1.49,0,1,(Indie Publisher),indie,4.16,1.49,94155,12,26150
genre fiction,"Amazon Digital Services,  Inc.",0.922,0.922,4.61,2.766,1,(Small or Medium Publisher),small/medium,4.33,4.61,94157,3,26151
nonfiction,"Amazon Digital Services,  Inc.",4.8,4.8,24,14.4,1,(Small or Medium Publisher),small/medium,4.66,24,94164,9,26152
children,Simon and Schuster Digital Sales Inc,1.138,1.138,5.69,3.414,1,Simon & Schuster/Paula Wiseman Books,big five,4.57,5.69,94166,21,26153
children,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.38,2.99,94188,31,26154
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,0,2.99,94199,0,26155
nonfiction,"Amazon Digital Services,  Inc.",1.398,1.398,6.99,4.194,1,(Small or Medium Publisher),small/medium,2.64,6.99,94206,14,26156
genre fiction,Random House LLC,2.598,2.598,12.99,7.794,1,Bantam,big five,4.04,12.99,94208,25,26157
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.51,9.99,94215,45,26158
children,Random House LLC,0.852,0.852,4.26,2.556,1,Random House Books for Young Readers,big five,2.73,4.26,94217,34,26159
genre fiction,"Amazon Digital Services,  Inc.",0.65,0.65,3.25,1.95,1,(Small or Medium Publisher),small/medium,5,3.25,94222,2,26160
children,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,5,3.82,94222,6,26161
genre fiction,Random House LLC,1.954,1.954,9.77,5.862,1,WaterBrook Press,big five,4.26,9.77,94225,84,26162
nonfiction,HarperCollins Publishers,1.954,1.954,9.77,5.862,1,HarperCollins e-books,big five,4.3,9.77,94226,46,26163
nonfiction,"Amazon Digital Services,  Inc.",1.798,1.798,8.99,5.394,1,(Single-Author Publisher),single author,4.86,8.99,94241,15,26164
nonfiction,"Amazon Digital Services,  Inc.",1.598,1.598,7.99,4.794,1,(Small or Medium Publisher),small/medium,4.8,7.99,94242,5,26165
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,3.42,0.99,94253,7,26166
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,4.16,0.99,94256,60,26167
nonfiction,"Amazon Digital Services,  Inc.",1,1,5,3,1,(Single-Author Publisher),single author,0,5,94257,0,26168
nonfiction,"Amazon Digital Services,  Inc.",1.791,4.179,5.97,0,1,(Indie Publisher),indie,4.59,5.97,94265,22,26169
children,"Amazon Digital Services,  Inc.",2.5935,1.3965,3.99,0,1,Two Lions,amazon,3.79,3.99,94273,29,26170
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,3.66,2.99,94274,3,26171
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.5,2.99,94278,2,26172
children,"Amazon Digital Services,  Inc.",0.764,0.764,3.82,2.292,1,(Small or Medium Publisher),small/medium,5,3.82,94278,1,26173
children,Simon and Schuster Digital Sales Inc,1.196,1.196,5.98,3.588,1,Aladdin,big five,4.85,5.98,94292,7,26174
nonfiction,"Amazon Digital Services,  Inc.",0.994,0.994,4.97,2.982,1,(Small or Medium Publisher),small/medium,4.64,4.97,94296,17,26175
children,"Amazon Digital Services,  Inc.",0.922,0.922,4.61,2.766,1,(Small or Medium Publisher),small/medium,4.8,4.61,94303,26,26176
children,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,0,2.99,94316,0,26177
nonfiction,Random House LLC,1.998,1.998,9.99,5.994,1,Three Rivers Press,big five,4.26,9.99,94322,15,26178
nonfiction,"Amazon Digital Services,  Inc.",13.536,13.536,67.68,40.608,1,(Small or Medium Publisher),small/medium,4,67.68,94324,14,26179
nonfiction,"Amazon Digital Services,  Inc.",0.398,0.398,1.99,1.194,1,(Small or Medium Publisher),small/medium,4.46,1.99,94326,13,26180
nonfiction,"Amazon Digital Services,  Inc.",2.198,2.198,10.99,6.594,1,(Small or Medium Publisher),small/medium,3.66,10.99,94339,6,26181
nonfiction,"Amazon Digital Services,  Inc.",1.638,1.638,8.19,4.914,1,(Single-Author Publisher),single author,3.83,8.19,94344,6,26182
nonfiction,"Amazon Digital Services,  Inc.",1.718,1.718,8.59,5.154,1,(Small or Medium Publisher),small/medium,3.55,8.59,94357,43,26183
children,"Amazon Digital Services,  Inc.",0.682,0.682,3.41,2.046,1,(Small or Medium Publisher),small/medium,4.82,3.41,94358,17,26184
children,Random House LLC,0.852,0.852,4.26,2.556,1,Random House Books for Young Readers,big five,4.88,4.26,94367,36,26185
nonfiction,"Amazon Digital Services,  Inc.",2.098,2.098,10.49,6.294,1,(Small or Medium Publisher),small/medium,4.04,10.49,94371,108,26186
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.45,2.99,94373,11,26187
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,1.66,2.99,94379,6,26188
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,4.37,2.99,94382,8,26189
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Small or Medium Publisher),small/medium,4.62,7.69,94386,8,26190
nonfiction,"Amazon Digital Services,  Inc.",1.197,2.793,3.99,0,1,(Indie Publisher),indie,4.19,3.99,94388,31,26191
nonfiction,"Amazon Digital Services,  Inc.",3.696,3.696,18.48,11.088,1,(Small or Medium Publisher),small/medium,0,18.48,94389,0,26192
nonfiction,"Amazon Digital Services,  Inc.",1.878,1.878,9.39,5.634,1,(Small or Medium Publisher),small/medium,3.95,9.39,94399,23,26193
nonfiction,Hachette Book Group,0.948,0.948,4.74,2.844,1,"Little, Brown Books for Young Readers",big five,5,4.74,94400,13,26194
children,Random House LLC,0.798,0.798,3.99,2.394,1,Random House Books for Young Readers,big five,4.86,3.99,94404,66,26195
nonfiction,"Amazon Digital Services,  Inc.",1.818,1.818,9.09,5.454,1,(Small or Medium Publisher),small/medium,4.3,9.09,94406,144,26196
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4.81,0.99,94408,11,26197
nonfiction,"Amazon Digital Services,  Inc.",3.078,3.078,15.39,9.234,1,(Small or Medium Publisher),small/medium,4.15,15.39,94409,19,26198
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,5,9.99,94412,2,26199
genre fiction,"Amazon Digital Services,  Inc.",1.797,4.193,5.99,0,1,(Indie Publisher),indie,4.62,5.99,94413,8,26200
comics,"Amazon Digital Services,  Inc.",1.51,1.51,7.55,4.53,1,(Small or Medium Publisher),small/medium,3.5,7.55,94418,2,26201
nonfiction,"Amazon Digital Services,  Inc.",3.078,3.078,15.39,9.234,1,(Small or Medium Publisher),small/medium,4.87,15.39,94435,8,26202
genre fiction,"Amazon Digital Services,  Inc.",0.758,0.758,3.79,2.274,1,(Small or Medium Publisher),small/medium,3.33,3.79,94457,3,26203
nonfiction,"Amazon Digital Services,  Inc.",1.14,2.66,3.8,0,1,(Indie Publisher),indie,0,3.8,94457,0,26204
nonfiction,"Amazon Digital Services,  Inc.",0.6435,0.3465,0.99,0,1,(Indie Publisher),indie,0,0.99,94470,0,26205
genre fiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,5,2.99,94471,4,26206
children,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,0,0.99,94472,0,26207
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,Hill and Wang,big five,4.3,8.89,94473,13,26208
nonfiction,"Amazon Digital Services,  Inc.",0.798,0.798,3.99,2.394,1,(Single-Author Publisher),single author,4.57,3.99,94473,28,26209
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.87,2.99,94475,8,26210
nonfiction,"Amazon Digital Services,  Inc.",1.538,1.538,7.69,4.614,1,(Single-Author Publisher),single author,3.41,7.69,94479,12,26211
genre fiction,"Amazon Digital Services,  Inc.",0.876,0.876,4.38,2.628,1,(Small or Medium Publisher),small/medium,5,4.38,94482,11,26212
nonfiction,"Amazon Digital Services,  Inc.",1.485,3.465,4.95,0,1,(Indie Publisher),indie,4.46,4.95,94486,15,26213
nonfiction,"Amazon Digital Services,  Inc.",2.098,2.098,10.49,6.294,1,(Small or Medium Publisher),small/medium,4.71,10.49,94497,39,26214
nonfiction,"Amazon Digital Services,  Inc.",3.39,3.39,16.95,10.17,1,(Small or Medium Publisher),small/medium,4.75,16.95,94499,4,26215
nonfiction,Simon and Schuster Digital Sales Inc,2.224,2.224,11.12,6.672,1,Free Press,big five,4.18,11.12,94504,16,26216
genre fiction,"Amazon Digital Services,  Inc.",0.62,0.62,3.1,1.86,1,(Small or Medium Publisher),small/medium,4.55,3.1,94510,18,26217
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,2,2.99,94510,1,26218
nonfiction,"Amazon Digital Services,  Inc.",5.416,5.416,27.08,16.248,1,(Small or Medium Publisher),small/medium,4.59,27.08,94515,10,26219
nonfiction,Random House LLC,1.198,1.198,5.99,3.594,1,Ivy Books,big five,4.4,5.99,94520,10,26220
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.73,9.99,94522,107,26221
nonfiction,"Amazon Digital Services,  Inc.",5,5,25,15,1,(Small or Medium Publisher),small/medium,4,25,94531,6,26222
nonfiction,Random House LLC,2.558,2.558,12.79,7.674,1,Crown Business,big five,4.45,12.79,94538,11,26223
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Small or Medium Publisher),small/medium,3.5,2.99,94545,6,26224
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.33,9.99,94554,9,26225
nonfiction,"Amazon Digital Services,  Inc.",1.197,2.793,3.99,0,1,(Indie Publisher),indie,3.53,3.99,94565,13,26226
nonfiction,"Amazon Digital Services,  Inc.",1.497,3.493,4.99,0,1,(Indie Publisher),indie,4.75,4.99,94569,29,26227
nonfiction,"Amazon Digital Services,  Inc.",1.998,1.998,9.99,5.994,1,(Small or Medium Publisher),small/medium,4.09,9.99,94573,21,26228
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,3.75,0.99,94573,101,26229
nonfiction,"Amazon Digital Services,  Inc.",2.198,2.198,10.99,6.594,1,(Small or Medium Publisher),small/medium,4.93,10.99,94576,15,26230
nonfiction,"Amazon Digital Services,  Inc.",0.897,2.093,2.99,0,1,(Indie Publisher),indie,4.73,2.99,94588,15,26231
children,"Amazon Digital Services,  Inc.",1.076,1.076,5.38,3.228,1,(Small or Medium Publisher),small/medium,4.58,5.38,94594,55,26232
nonfiction,"Amazon Digital Services,  Inc.",4.784,4.784,23.92,14.352,1,(Small or Medium Publisher),small/medium,4.66,23.92,94598,3,26233
genre fiction,Simon and Schuster Digital Sales Inc,1.6,1.6,8,4.8,1,Pocket Books/Star Trek,big five,3.8,8,94599,51,26234
nonfiction,"Amazon Digital Services,  Inc.",1.3585,0.7315,2.09,0,1,(Indie Publisher),indie,3.33,2.09,94604,27,26235
nonfiction,"Amazon Digital Services,  Inc.",0.598,0.598,2.99,1.794,1,(Single-Author Publisher),single author,4.18,2.99,94607,11,26236
nonfiction,"Amazon Digital Services,  Inc.",0.398,0.398,1.99,1.194,1,(Single-Author Publisher),single author,3.83,1.99,94609,6,26237
nonfiction,Simon and Schuster Digital Sales Inc,2.888,2.888,14.44,8.664,1,Free Press,big five,4.11,14.44,94611,36,26238
nonfiction,"Amazon Digital Services,  Inc.",0.198,0.198,0.99,0.594,1,(Small or Medium Publisher),small/medium,4.59,0.99,94625,5,26239
nonfiction,Macmillan,1.778,1.778,8.89,5.334,1,"Farrar, Straus and Giroux",big five,4.41,8.89,94627,58,26240
nonfiction,"Amazon Digital Services,  Inc.",1.194,2.786,3.98,0,1,(Indie Publisher),indie,3.14,3.98,94633,14,26241
children,"Amazon Digital Services,  Inc.",1.224,1.224,6.12,3.672,1,(Small or Medium Publisher),small/medium,4.21,6.12,94637,14,26242
